date,text
"March 3, 1863","From General Strong to General Butler
Nos. 30 to 36 Park Place, New York, March 3d, 1863
My dear General: Que croyez vous? (as we Creoles say). Don't you think there's a fine opening for an enterprising young man at New Orleans about now? The ""Star of the West,"" the ""Queen do,"" and the ""Indianola"" at perfect liberty to carry a flag of truce down to the Crescent City, and nothing but the ""Essex"" to fire a salute for them as they
pass down. I think, however, that if you throw a chain across the Merrimac below you there that Picayune Castle will be impregnable. On the whole, I'm pretty well satisfied with your present command. Called to pay my respects to Mrs. Banks after the dinner, and what should she do but begin about her husband's troubles and the desponding tone of his letters.
I sympathized and berated the Government for its shameful abuse of him, -- sending him off there in not the best of health, likely to fall under the wing of Yellow Jack, and finally, with no troops to work with. (Query -- How will he feel, about June?)
Stopped at Frank Howe's store yesterday and met the Quarter Master, who was left behind to forward the last half of Banks' expedition. He says that things are in a -- of a fix in the Dept. of the Gulf.
Now let me issue a ""Gen. Order,"" which runs to the effect that Seward rules the country and Weed rules Seward. McClellan will soon have a command, as he is a friend of both. Banks is his friend (as well as Seward's), and he will be got out of those swamps before the hot weather comes on. They will try to make him Sec. of War, and I've no doubt they'd like to have you go back bye and bye, as things grow darker and the weather grows hotter.
I see that Shepley, Weitzel, and Nickerson are left out by the Senate. What does it mean in Weitzel's case? There's something there that you didn't tell me about.
My kind remembrances to Mrs. Butler and the rest of the household.
Yours as ever, Geo. C. Strong"
"March 7, 1863","From Fisher A. Hildreth to Mrs. Butler
New Orleans, March 7, 1863
Dear Sarah: I just received yours from Washington dated from the 15th to 18th ult. I write more to say we are all well, and that I have received yours, than because there is anything here worth communicating. Whether you or Harriet will get this I am somewhat in doubt, as I look upon the chances as nearly, not quite, even, that you may be on the way here.
It seems matters in Washington are controlled still pretty much as we have always expected; though it seems there must be some shaking in that quarter. If the troops here are moving up the river in anticipation of an attack at Baton Rouge -- as incredible as this must seem to you, such is believed the actual state of things. Capt. George writes me that he has accepted Col. Butler's drafts on me to more than the amount of all the sugars, after paying the necessary expenses. I think worse and worse of that whole affair. I have written George to hold enough for my security at all hazards, and to make no final settlement until I am there.
If the Gen. does not come out here I want he should write at once the lowest amount for which I shall sell the Yacht, and then I will get all I can. The small boat upon the yacht has been taken by order of the Deputy Surveyor, upon the ground that Ex-Collector Dension claims that it is his private property. I shall see Dension about it immediately. The market for sugar and cotton here advances faster than my ideas, and hence I never buy. If the war is not brought to an end in less than a year, gold will be more than twice the price of greenbacks. If you have any investments to make, buy gold, and I don't know as it makes much difference what you give for it, as it will continue to advance. If you have not started write me at once, as I shall come home in April whatever becomes of matters here or elsewhere. The rise of goods must help Read very much, and he will come out ahead, I think, though he has been nearly skinned alive.
Though business is terribly dull here I could get along very well were it not for the terrible reflections of what has happenned at home since I came here.
1 Love to all. . . .
Fisher
Notes
 -- nts  -- 
Note from page : 1 Israel Hildreth, only son of Fisher Ames Hildreth, died February, 1863."
"March 12, 1863","From James Parton to General Butler
New York, No. 5 and 7 Mcrcer St., March 12, 1863
My dear General: Excuse my troubling you once more. If you will be at home during the next ten or fifteen days, would it be convenient for you to give me a daily interview of an hour, sometime toward the close of the day, when you may be disposed to lounge on the sofa and talk? I would gladly go to Lowell, and take up my abode near your residence. All I want from you is that which you alone can give -- the rest
I must get from your friends and comrades. But the more I get directly from yourself the better.
I have now collected nearly all the printed material, and should like to get to work in earnest. The more work that is put into a book the more interesting it would be. Pray let me hear in time. I shall not incommode you at Lowell in the least, as I shall make everything bend to your convenience.
If you say, Come, you will see me straightway.
With the highest respect, Jas. Parton"
"March 13, 1863","From Horatio King
Private. Washington, March 13th, 1863
Maj. Gen. B. F. Butler, Lowell, Mass.
My dear General: Enclosed is a copy of a letter which I lately sent to Prof. Marshall, a friend of mine, and ardent Union man, at Leeds, England.
I hope it may not be distasteful to you, as I am willing, of course, you should show it to whom you please.
Sincerely Yours, Horatio King
Enclosure referred to in Foregoing Letter
Washington, Feb. 25th, 1863 Prof. J. W. Marshall, United States Consul, Leeds, England
Dear Sir: Your letter of the 25th Oct. came duly to hand, and I have to reproach myself for my neglect in so long omitting to acknowledge its receipt. I have also to thank you for a copy of a Leeds newspaper, in return, I presume, for a number of the National Intelligencer which I sent to you. I was much pleased with an editorial article upon Gen. Butler in the Leeds paper, and as he happened to be here at the time I had the pleasure of presenting it to him, and it was subsequently copied into one of our city papers.
It was refreshing, after being obliged to read so much in the London, Times and kindred English journals revolting to all our feelings of friendship, to peruse an article from an English source on the whole so just toward the United States and Gen. Butler in particular.
The fact is, he is undoubtedly one of our ablest Generals, and if all had been like him the rebellion would have been far
less successful than it has been. It is not an extravagant opinion to advance that at the commencement of our troubles, by his bold dash into and taking possession of Baltimore, he saved Washington. That city was reeking with treason, its police and a majority of its councils were in the interest of the secessionists, arms and munitions of war in great quantities had been collected there, and everything was ripening for a coup de main, which, in conjunction with the rebel hordes in Virginia, was to place the seat of the National Government, with all its archives, in the hands of the insurgents, when they were surprised one morning to find Gen. Butler had effectually frustrated their plans by quietly taking possession of the city. He was equally energetic and fortunate in his expedition to North Carolina; but nowhere has it been more apparent that the right man was in the right place than while he was in command at New Orleans. His strict discipline saved thousands of lives. The summary hanging of Mumford was an act of mercy, for it operated as a solemn warning against all further attempts there to feed the desolating fires of treason by openly insulting the Flag of the Union.
The celebrated Woman Order. I at first regarded as rather unfortunately worded. but I have the authority of a most intelligent lady, who resided in the South when the rebellion broke out, and remained there, -- most of the time in Memphis until August last, -- for saying that it was exactly what was required, and that it produced the desired effect. It brought ladies to their senses, and taught them to see what they should never have overlooked that to insult an officer or soldier in the manner so many of them had done was a pretty sure sign that they had no claim to the title of lady. Nor was it local in its effect. It was as potent for good in Memphis and throughout the South as it was in New Orleans.
Of course Gen. Butler is unpopular with the rebels and their Northern sympathizers; but he commands the respect and confidence of all true friends of the Union. The flattering welcome extended to him recently in Boston, Baltimore, and other cities is proof of this; and there is the strongest desire felt to see him again entrusted with some important command where the Government may continue to have the benefit of his abilities.
You will have observed that the President's Emancipation Proclamation has not had the happy effect its advocates predicted
for it. On the contrary, its tendency, I fear, has been not only to intensify the hatred of the rebels toward the Government, but to strengthen the northern opposition to the administration at a time when all party spirit should be ignored, and discourage the conservative portion of the community, from which the administration heretofore derived its greatest support in the prosecution of the war. Nevertheless, the great body of the people of the loyal States are united in the determination to subdue the rebellion and preserve the Union; and all that is needed to render them as enthusiastic as ever is that our armies in the field shall achieve the success which, under proper guidance, they will certainly accomplish. They believe more in hard blows against the military power of the South than in proclamations; and if slavery suffers thereby few will care; but they do not believe in making this a war for the direct abolition of slavery. Here is the point of difference between the conservative and radical abolition element at the North, and this difference, more than anything else, serves to weaken the administration in its struggle with treason.
The number of those in the loyal States, who are at heart dis-unionists, is comparatively small; yet there is no doubt that they do great injury to the Union cause by their constant denunciation of the administration, by the grossest misrepresentation, and by giving information to the enemy. It is from this class that the loudest complaints come of arbitrary arrests, when, had they deserts, many of them would long since have been hung. Ever ready to denounce any act of the Government calculated to restrain the liberty of rebel sympathizers, you never hear a word from them in condemnation of the savage cruelties practised by their Southern friends upon all in their midst, without regard to sex or age, who dare to acknowledge their allegiance to the United States. Doubtless some arrests have been made by our military authorities without sufficient cause; but where one such mistake has occurred, hundreds have been permitted to go at large, enjoying all the blessings of the government, when they should have been either locked up or sent beyond the lines. If the government has erred in this, it is in having been too lenient to traitors.
Not even known spies are dealt with as we have always been taught they should be, condemned and executed; but the extent of their punishment hitherto has been simple imprisonment, and this, perhaps, only for a few weeks, when they have
been suffered to depart on taking the oath of allegiance, to be violated as soon as taken.
Notwithstanding the war, our public buildings here are approaching to completion, the work upon them never having been discontinued. The beautiful dome of the Capitol is nearly ready to receive its crowning ornament, the bronze Goddess of Liberty, by Mills, and the west front of the Treasury building, already presents a row of massive granite columns corresponding with those on the south side, the roof is nearly finished, and many of the rooms are occupied. Meantime a street railway has been completed within the past few months, running from Georgetown to the Capitol, railroad depot, and the Navy Yard, from the steamboat landing to near the northern boundary of the city on 7th street, and from Pennsylvania Avenue along 14th street, also to the northern boundary near Columbia College.
So you perceive, and I wish our English friends also to know, that we here have no idea of giving up the Union. I say ""our English friends,"" for we still believe the people of Great Britain, as well as Her Majesty, the Queen, and His Royal Highness, the Prince of Wales, are the fast friends of the United States.
Neither they nor we have forgotten the pleasure of his visit amongst us; and should France, with a view to secure Mexico, be so unwise (which I cannot think possible) as to unite with the South by an armed interference in our affairs, it is easy to see on which side Great Britain must be.
Very Respectfully and Truly Yours, Horatio King
Notes
 -- nts  -- 
Note from page : 1 Horatio King, Postmaster General in Buchanan's Cabinet, and appointed by Lincoln as one of a board of Commissioners to settle for the States emancipated in the District of Columbia -- prior to the issue of the general emancipation proclamation."
"March 19, 1863","From Edward L. Pierce to General Butler
Private. Custom House, New York, Collector's Office, March 19th, 1863
My dear General: I leave for Port Royal on the ""Arago"" very early tomorrow morning, to be gone about a fortnight or three weeks.
Yesterday I was at Washington, and it is in consequence of what I learned there that I write this brief note. Friendship will excuse whatever of plainness there may be in it.
The offer of the Gulf command is, I learn, still open to you, and your best friends are anxious that you should accept it at once, as they do not know how soon it may be impracticable to have it continue open. They wish you to accept it even though you cannot have the class of troops which you
desire, and they express the fear that if you insist on terms too much, your reputation may suffer somewhat, as has been the case with Fremont and Hay, and for your own sake they want the suspense ended, as they do not see where another opportunity so eligible is likely to occur soon. I confess that after what I heard I shall hear with pleasure that you are making preparations for departure to N. O.
I understand that your command could be full and without restrictions, and where I obtained my information it was hoped that your acceptance would not be delayed a week.
I found that Sumner had not kept along with your case since you left, having been abroad in the matters of his special department. But if you desire fuller information he would doubtless provide it, and he is always so sincere that his suggestions would prove of value.
My great desire to see still further advanced the reputation which you have so worthily won must be my excuse for what would be otherwise impertinence.
Yours in haste, Edward L. Pierce"
"March 23, 1863","From Hiram Barney
Custom House, New York, Collector's Office, March 23, 1863
Maj. Gen. B. F. Butler, Lowell, Mass.
My dear General: When are we to see you in this city? If no more responsible or important duty is devolved upon you by the President, I hope you will resume the command of the Department of the Gulf with the purpose to deliver Texas. The troops destined for Texas should, I think, be raised with that view. The Yankees like to have an object to accomplish. If it is understood that enlistments for that service are to be taken instead of the conscription, and that they will have inducements, in the way of Country lands, to remain there, there will, I think, be no difficulty in raising immediately the requisite force to conquer and hold all that vast country. It is a great work to redeem the Southwest. I am with cordial regards and high esteem,
Most truly yours, Hiram Barney"
"March 23, 1863","From Richard S. Fay to General Butler
Boston, Massachusetts, March 23rd, 1863
My dear General: I propose to go to Lowell Thursday, with the invoices of the Middlesex Mills, partly to see how our
new mill looks, but more for the hopes of seeing you. I begin to be tired of your inactions. I expected ere this to have been able to address you as Secretary of War or some such title, sweet to us all but deserving to so few. If you have not been over the mills since they were renewed, perhaps you will feel interest enough in their success to join us there. With highest respects,
Truly yours, Richard S. Fay"
"March 23, 1863","From P. R. George
New York, March 23rd, 1863
General Butler
Nothing new. The committee leave here to-day to try to push your interests for Secretary of War. It is of the Tribune stamp, with co-operation of some others. I have but this and one other item of interest. You will pardon me I know.
General Whitney came into my room this eve and said, ""George, the General's brother is coming on here, and you better write the General he'd better not come. He will get sued as sure as God, about New Orleans matters."" Next me at table (he said) he heard two men swearing if they could only catch him, they had all the papers, etc., etc. It was at the St. Nicholas hotel. I think, General, until some change, some new command, or a little more time has passed, it would be a foolish hazard for him to come, as I fear not much hurt, but political spite and effort to mix you up will be attempted, and that you, not he, will be on trial. It will be nasty, that's all. You must comprehend it. A little spark sometimes makes more fire than it is reasonable to suppose. There is a good deal said one way and another, that will all burst out as soon as you cloud again, if you should happen to. Besides, instead of cloud, you may shine so bright as to dazzle. Would it be quite wise to allow specks, mere fly dirts on the window or flies about, even if it can be avoided without too much sacrifice? You will pardon me I know, General, for my frankness, even if you do not agree with me in cautiousness.
P. R. George"
"March 23, 1866","From General Butler
Lowell, Massachusetts, March 23rd, 1863
Gen. L. Thomas, Adjt. Gen.
Report in the matter of imprisonment of Alfred Lemore
I HAVE the honor to report that Jules Lemore and Alfred Lemore were arrested as Army Contractors of the Confederate
Government. One of them was ordered to answer questions and was ordered into confinement with punishment for contumacy, but I afterwards found the evidence and did not inflict the punishment. When I left New Orleans he was in the Parish prison awaiting trial. If he is not there now, I suppose he has bribed the jailor and escaped, a favorite mode of jail delivery in former times at New Orleans.
Benj. F. Butler, Maj. Gen. Commdg."
"March 23, 1863","From General Butler
Lowell, Mass., March 23rd, 1863
Hon. Secretary of War
Sir: I have to acknowledge the receipt of the copy of the letter of Lord Lyons, relating to the claim of A. Kernahan, to the Hon. Secretary of State, referred to me for report.
The claim is based upon grounds that Kernahan is a British subject who has never forfeited the protection of his Government by an act of hostility to the United States. Whether Kernahan was born a British subject I am not informed, but before hearing of the matter which took place before me the following facts appeared.
A. Kernahan had resided many years in New Orleans, taking part in the usual civic affairs as a citizen, and received the protection of the United States in his person and property, and was a very active sympathizer with the rebellion. After the occupation of the city by the United States forces, Kernahan, as the Agent of some rebel organization, went to Holly Spring and Canton, Miss., within the rebels lines, for the purpose of superintending the Confederate wounded and sick soldiers, and especially those from Louisiana, was still in the service of the rebels on the 10th of Sept. 1862, and was then contemplating farther enterprises in their behalf. His affidavit denies that he was in the service of the ""Confederate Government,"" but does not deny that he was in the service of the rebels. He admits that he wrote a letter dated at Canton, Miss. Sept. 10th, and that letter was intercepted by the United States Authorities at New Orleans. A copy of that letter is appended hereto duly certified, and makes an entire and perfect case against his neutrality.
It will be observed that the first pages speak of his employment in case of the Rebel sick and wounded before referred to, and the whole epistle breathes all over with inimical expressions of his rebel sympathies. It might be difficult, I think, to
explain for him such phrases as ""if we are to have a winter campaign, Nashville will soon be a good location; at present the Yanks have it, but they must soon quit."" ""Good news from Kentucky, we will soon have that state."" ""Our news from Virginia is such as to give us great hopes,"" ""The Yanks are all driven to Washington, and we are shelling Arlington Heights,"" ""We have heavy losses, the enemy nearly double,"" ""In thirty days I hope the border states will be all ours,"" -- consistently with the writer's neutrality.
Even his wish that the Commanding General may escape the fever does not avail him in that behalf, because he only desires it ""until some of our men can reach him."" Also another. His postscript that ""we know of three Ironclads, gunboats in these seas, English made,"" shows evidence of British neutrality, which now has the notoriety of ""Prince faith.""
Indeed, Mr. Kernahan is rather above the average specimen of foreign neutrals so far as I saw them in New Orleans. The money of Kernahan has been accounted for to the United States, and the tobacco & brandy were put into the United States Warehouses. Mr. Kernahan has forfeited all claim to the protection of his Government, as well as that of ours.
Very Respectfully, Your Obedt. Servt.,
Benj. F. Butler, Maj. Gen. Commdg."
"March 23, 1863","From General Butler
Lowell, Mass., March 23rd, 1863
The Hon. E. M. Stanton, Secretary of War
Sir: I have the honor to acknowledge the receipt of the letter of Lord Lyons to the Hon. Sec'y of State with enclosures, relating to the claim of Louisa A. Keegan for indemnity, with directions to report thereon. The facts appearing before me were substantially these, and upon these, I based my judgment. Messrs. Brummer & Co., of New York, merchants, made claim against the co-partnership of Keegan & McCann, doing business in New Orleans at 144 Canal Street, for dry goods sold that firm to be used in their business in Louisiana, that in the store occupied by them was found a portion of the same goods sold by Brummer & Co. to Keegan & McCann. Brummer & Co. claimed redress from the U. S. Military Authorities, the city being under martial law, in default of the United States Courts. The parties appeared before the Commanding
General, when it was admitted that a just debt was owing from Keegan & McCann to Brummer & Co. for goods so sold, some of which were then in the store, 144 Canal Street, New Orleans, and such debt had not been paid. But it was claimed that the goods now belonged to Louisa A. Keegan, a daughter of the senior partner of the firm of Keegan & McCann, who was just then said to have come to the age of twenty-one years, and at the time absent with her father on a voyage to New York and elsewhere.
It further appeared, that the business was now carried on in precisely the same manner that it had theretofore been by the firm of Keegan & McCann in the same books. Louisa A. Keegan claimed title in the goods by virtue of a sale under the authority of Courts of Louisiana since her secession, and that from the act of the law of the Confederate States she had obtained title thereto.
It further appeared that the large majority of the creditors of Keegan and McCann were in the loyal States, and could and did have no voice in these supposed legal proceedings, which indeed seemed to have been instituted for the very purpose of depriving these loyal creditors of their right. No explanation was or could be given of the singular fact that this young girl, the daughter of one of the firm of small Irish traders, should have in her own right so large a sum of money, and be ready and able to invest it in such a business at forced cash sale of her father's stock in trade.
After a full hearing, I was fully of the opinion that the whole proceeding was fraudulent and void as regards the creditors of Keegan & McCann, and that the sale was colorable, made to defraud the loyal creditors of that co-partnership.
But, however that might be, even if mistaken in point of fact that the sale of the goods not having been made by Keegan & McCann themselves, but by the decree of a rebel court, executed by rebel Officers, that such was wholly void and nugatory, and passed no title whatever, and certainly not against the loyal creditors of the owners, that no title therefore passing to Louisa A. Keegan, she could make no claim for the goods.
I, therefore adjudged and ordered that Brummer & Co. should take enough of goods of Keegan & McCann to satisfy their claim, which was done, the goods being sold at auction up to that amount.
I have been perfectly satisfied with that decision, and
should act upon the matter in precisely the same manner again. I believe whoever shall read this report will agree that fair equity and justice was done, and if so, that was due execution of the only law then in Louisiana, i. e. martial law, which the Duke of Wellington defines to be the will of the Commanding General, exercised according to the principles of natural equity. This certainly must be good authority for Lord Lyons. I have the honor to be,
Very respectfully, Your Obedt. Servt.,
Benj. F. Butler, Maj. Gen. Commdg."
"March 23, 1863","From General Butler
Lowell, Mass., March 23rd, 1863
Hon. Edw. M. Stanton, Sec'y. of War
Sir: Has the War Department any objections to my making some addresses to the citizens of Connecticut & New York. In awaiting Orders I have not thought it right to be absent from home without leave.
Most respectfully,
Benj. F. Butler, Maj. Gen. U. S. Vols."
"March 26, 1863","Telegram. Washington, March 26, 1863 To General B. F. Butler
Your note of the 23d has just reached me, & to save time I answer by telegraph that the Dept. has no objection to your being absent from home for the purpose specified, if you will make arrangements at home to have communications from the Dept. forwarded to you without delay.
Edwin M. Stanton, Sec'y of War"
"March 24, 1863","From William Alexander
Private. New York City, March 24th, 1863
Maj. Gen. B. F. Butler, Lowell, Mass.
Dear Sir: Can't you suggest some way in which relief can be got for the people of Western Texas? There were at last accounts some 2,000 loyal Texans, with but a scanty supply of arms and without powder and caps, on the Mexican side of the Rio Grande, waiting in vain for help from our Government to enable them to drive off or capture the 400 secession troops on the other side of the river.
Since I first saw you in New Orleans last summer, I have endeavored to bring every appliance to bear to get aid for the
loyal men of my state, and this moment success seems farther off than ever. My efforts have been made without any view to personal advancement, for I never have been willing, and am not now, to take my office civil or military from the United States Government as at present constituted, though I will do my share towards sustaining it as it is the only hope that we have.
Before we had been twenty-four hours in New Orleans after the arrival of the so called ""Banks Expedition,"" I came to the conclusion that your successor was (as Shakespeare has it) one of those animals whom in all languages we call fools; and told my comrades from Texas so; and urged them to return with you. Hamilton was blarneyed and humbugged along for several weeks, when he at last, too late for his own good, got his eyes open. In the meanwhile I had to remain there against my will, until finally my friend Mr. Stevens, of this city, consented to return with me. I am now remaining here for the whole object of trying to get relief for Texas, and wish to try any and every means of effecting that end that may be feasible. I had hoped that when Hamilton returned from New Orleans to Washington he would have common cause with yourself, but in that I was again disappointed. In consequence, he has been beaten at every point. His nomination was not sent in to the Senate, and he is now speaking, as the phrase goes, ""on his own hook"" in Connecticut. I have no confidence in his being able to effect anything for Texas.
Mr. Secretary Stanton is against us, and Gen. Halleck in imitation of the original genius in Swift, who, when he had to build a house, set to work at the top of the chimney and worked on gradually down to the foundation, has replied to the resolution of the N. Y. Chamber of Commerce, recommending that the trade of the rebel Government with and through Mexico be stopped by the immediate occupation of the valley of the Rio Grande, that ""the object proposed can be best accomplished by getting possession of the Mississippi river, and in this way separating Texas from the rebel states east of the Mississippi river."" A General so destitute of sense as to give such an opinion ought for the good of his country to die as soon as possible, and after death should be buried in the big ditch he dug at Shiloh or Corinth. That ditch would form for him an appropriate monument.
Enclosed I send you a review of Banks' address, written by myself, together with two or three other scraps which may
amuse you. Let me hear from you. Anything for me addressed to the care of John Austin Stevens, Esq., will be received, and will be preserved for me in case I should be temporarily absent from his house in which I am now a guest. I remain,
Very Respectfully and Truly Yours, William Alexander
Answer. Received but it is impossible for me to act in matter with the present views of the Administration on this subject.
B. F. B."
"March 24, 1863","From General Butler
Lowell, March 24th, 1863
Lt. Wm. H. Wiegel
My Dear Wiegel: I have your letter of the 22nd. I had the one previously, but I was so situated at that time as to be unable to take any action upon the subject which it contained. That has since passed by, and I am now at liberty to take such action as I choose upon your application.
I have but one difficulty in recommending you for the post you seek, and that is contained by these words in your letter, which are, ""I have been asked to tell what I knew of affairs in New Orleans; but they may imprison me for contempt before I would say one word against any one who had been a friend to me.""
Now this would seem like a threat, and were it not the accompanying words of friendship and devotion, I should take it so. But as I know there is nothing that you could say of me which I need fear to have said, I am not disposed so to regard it.
I do therefore enclose this letter of recommendation; but upon the express condition that you shall at any and all times say anything that is true concerning any act of mine, during the time you were with me.
You say you do not know why I withdrew my confidence from you. You do know the acts which made it necessary to have you hand me your resignation upon my staff. I was most sorry for that resignation, because of the necessity which caused it. Still, those acts were not of a kind to impair confidence in any degree in your integrity.
I will now tell you why I withdrew confidence from you. I was informed that you had used similar expressions to those in your note just quoted. If you had treasured up anything while on my staff to my injury, without informing me, I could not have you with me. If you had not, and used these words
as giving a means of revenge for the loss of your position, -- in either case I could not give you a position near me.
You will remember I took you for your services to the cause; gave you, for a young man, high and honorable position; loved you, because, perhaps, of that very roughness which made you distasteful to others, and, as you say, gave you my confidence. I have never known any breach of it. I can therefore recommend you for a new position, but be careful that you justify that recommendation.
You can do good service to the country if you will; but beware of the ""besetting sin,"" and if in your new duties you shall do well, or if in the future you shall deserve my approbation, you may be assured you will always find a friend with a helping hand in,
Yours truly, Benj. F. Butler"
"March 25, 1863","From General Butler
Lowell, Mass. March 25th, 1863
J. M. G. Parker, Esq. P. M., New Orleans
Sir: By direction of Major General Butler I enclose you D. M. Hildreth & Co's note, due 22/25th inst., which he desires you will collect and transmit to him in a draft, in say New York or Boston.
Said note is secured by a certain box of silver now in deposit in the Citizens' Bank, a certificate from which I enclose.
Also enclosed please find D. M. Hildreth & Co's certificate, to be returned to them upon payment of this note. By attending to this without delay you will oblige the General. Please acknowledge receipt of this.
Very Respectfully Yours,
David C. G. Field, F. C.
Enclosures referred to in Foregoing Letter
1st Note: $3,500
New Orleans, Nov. 22nd, 1862. Four months after date we promise to pay to the order of O. E. Hall & Co.
Thirty five hundred. . . . .Dollars Value received (Signed) D. M. Hildreth & Co.
No..... Due March 22/25, 1863
 -- 44  -- Endorsed, O. E. Hall & Co.
2nd Certificate: Citizens Banks of Louisiana
New Orleans, 23rd Dec. 1862 Rec'd from Major General B. F. Butler one box for safe keeping, said to contain silver, and marked &unknown; subject to his order on the return of this certif.
(Signed) James D. Denegre, Pres.
3d. Certificate
New Orleans, Nov. 22d, 1862
We hereby certify that the box marked as in the margin (thus &unknown), sealed and stamped O. E. H., contains twenty-eight hundred and ninety-six (2896) ounces of pure silver, which we transfer to Major General Butler to secure him in the payment of our note to the order of O. E. Hall & Co., bearing even date herewith, for the sum of thirty-five hundred ($3500) dollars, due and payable March 22/25 next.
D. M. Hildreth & Co.
Copy of receipt given to D. M. Hildreth & Co. by Major General Butler
New Orleans, Nov. 22, 1862
Received of D. M. Hildreth & Co. one box marked &unknown;, represented by them to contain twenty-eight hundred and ninety six (2896) ounces of pure silver, which is to be held by me as security for the payment of their note bearing given date herewith, to order of O. E. Hall & Co., for thirty-five hundred dollars, due and payable March 22/25."
"March 26, 1863","From General Butler
Lowell, March 26th, [1863]
Committee of Citizens
Gentlemen: The necessities of my position have rendered it exceedingly inconvenient for me earlier to reply to your exquisitely courteous and too kind token of approval of my administration in the command of the Department of the Gulf, asking me to fix a day when I could meet you as therein proposed.
With every expression of profound gratitude for your invitation to partake of a public dinner with the citizens of New York, allow me to suggest that, while I am waiting orders to
join my brave comrades in the field, it would not be consonant with my duties to accept your too flattering hospitalities.
To you, gentlemen, at home, bearing your share of the burdens and expenses of this unholy war, forced upon us by treason, the tendering of such an expression of approbation of the conduct of a public officer was fit and proper, as it was natural and customary, but my acceptance of it would trench upon a different feeling. I too well know the revulsion of feeling with which the soldier in the field, and occupying the trenches, or pacing the sentinel's weary path in the blazing heat, or watching from his cold bivouac for the stars, shut out by the drenching cloud, hears of feasting and merry-making at home by those who ought to bear his hardships with him, and the bitterness with which he speaks of those who thus engaged are wearing his uniform.
Upon the scorching sand and under the brain-trying sun of the Gulf coast, I have shared too much that feeling to add one pang, however slight, to the discontent which my fellow-soldiers suffer doing the duties of the camp and field, by my own act. now, while momentarily separated from them by the exigencies of the public service.
You will pardon, I am sure, this apparent rudeness of refusal of your most generous proposal; but under such circumstances I have spoken too bitterly and too often of the participation by absent officers in such occasions to permit myself to take part in one, even when offered in the patriotic spirit which breathes through your letter, desiring to testify approval of my services to the country.
It would, however, give me much pleasure to testify my gratitude for your kindness by meeting you, and your fellow-citizens in a less formal manner, interchanging the patriotic sympathies and hopes which belong to this sacred cause. Perhaps by so doing we may do something in aid of that cause. Whatever may strengthen the purpose, deepen the resolution, and fix the determination never to yield the contest until the rebellion in its root and branch, its seeds and causes, in its effects and designs, is overthrown and utterly annihilated forever, and the Government, with its Democratizing influences and traditional theories of equality of rights, equality of laws, and equality of privileges for all, as received from the Fathers of the Republic is actively acknowledged upon every inch of the United States territory, is an aid, nay a necessity, to the cause of the country, to prepare the public mind in its doubts
or fears, or suggestions of compromise or hopes of peace; to be satisfied with anything less than these demands is treason to country, humanity, and God, more foul because more cowardly than rebellion in arms.
Let every loyal man join hands with his neighbor, scouting all differences of political opinion, which must be minor to this paramount interest, and pledge himself to the fullest support of the Government with men and means to crush out this treason, and then, and not till then, am I willing to hear anything of political party.
Again and again returning you my grateful thanks for the courtesy done me by your action, allow me to say that I shall be in New York during the coming week, and shall be happy at any time to meet you, gentlemen, and my fellow-citizens, in such manner as you may think fitting.
Most respectfully, Your obedient servant,
Benj. F. Butler, Major General Vols.
Messrs. C. H. Marshall, E. E. Morgan, Charles King, Richard Grant White, R. H. McCurdy, Hiram Barney, Geo. Blunt, Seth B. Hunt, William Allen Butler, and others of the committee of citizens"
"March 29, 1863","From Richard S. Fay, Jr. to General Butler
172 Beacon Street, March 29th, 1863
Dear General: I was sorry not to see you in town yesterday as I had hoped. I am off tomorrow (Monday) for a
fortnight, and hope, for the country's sake, that you will before my return be in harness again. My brother takes care of my office in my absence, and will attend to anything for you with ""punctuality and despatch."" If you intend disposing of any large amounts of money, please give him a few days' notice. I bought the Middlesex yesterday at 290, and charged you with ½ the purchase. Should Col. Butler arrive in my absence, I hope you will make my excuses to him. My spring shooting cannot give way to anything, and I shall be back before he has been here long.
Sincerely yours, Richard S. Fay, Jr."
"April 3, 1863","From ""Lookout""
New York, April 3rd, 1863
To Benj. F. Butler -- the Beast, of Big Bethel Notoriety
Perhaps you feel flattered at the demonstration of a party of thieves and abolition fanatics who greeted you at the Academy of Music, and listened to the egotistical jargon about what you have done, and you would do, and what you wouldn't do with the South, but many of the crowd went from curiosity to see the Bully and Braggart, the most adroit thief in America, and the defamer of the fair sex, the Boston lawyer, the great Conqueror who never saw a battle, but once ordered an engagement and took good care to keep his lecherous carcass out of the way -- thinking he might be disabled from a chance of robbing the people some day.
It has been thought best to let you breathe a little longer, as a sudden despatch would cause you too little suffering, but there is yet a good place for your case -- wear your steel armor and put it on when you go to bed sometimes -- you will be with your old friend the Devil before you are aware -- the steel armor notwithstanding -- so
Lookout"
"April 4, 1863","From E. K. Crouch
75 New Canal St., New York, 4th April, 1863
To Major Gen. Butler
Sir: When you said on Thursday that the 290 was built by 290 merchants, you made use of a Heraldism. ""I"" have to inform you that it does not take ""290"" bribed merchants to find means to build a craft like the ""Alabama."" I have also to inform you that 290 was merely Laird's number for the vessel.
And if you ""want"" to be convinced of these facts you can refer to any Liverpool house. The times now are so pregnant with facts that if I were you I would not draw from my imagination for them. Nec temere, nec timere.
E. K. Crouch
P. S. I enclose my card. E. K. C."
